,nid,flight_id,flt_num,ifps_id,callsign,airline,airline_type,origin,destination,gcdistance,long_short_dist,sobt,sibt,aircraft_type,mtow,wk_tbl_cat,registration,max_seats,pax_assigned_cc,ecac_200,exclude,prev_flight_nid,source,mandatory,aircraft_id
0,33718,180183996,THY_RJAALTBA01,AA34912499,THY53,THY,FSC,RJAA,LTBA,4863,I,2014-09-11 13:30:00,2014-09-12 02:00:00,A333,231,H,TCJOC,231,217,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN001
1,33719,180184004,THY_RJBBLTBA01,AA34913362,THY47,THY,FSC,RJBB,LTBA,4735,I,2014-09-11 13:30:00,2014-09-12 02:35:00,A332,230,H,TCJND,224,210,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN002
2,33723,180186174,THY_ZSPDLTBA01,AA34914028,THY27,THY,FSC,ZSPD,LTBA,4340,I,2014-09-11 14:45:00,2014-09-12 02:25:00,B77W,345,H,TCJJP,252,242,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN003
3,33725,180186332,THY_RKSILTBA01,AA34914839,THY91,THY,FSC,RKSI,LTBA,4290,I,2014-09-11 14:50:00,2014-09-12 02:45:00,A333,231,H,TCJNJ,231,237,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN004
4,33731,180186716,THY_ZGGGLTBA01,AA34914437,THY73,THY,FSC,ZGGG,LTBA,4274,I,2014-09-11 15:00:00,2014-09-12 02:40:00,A343,269,H,TCJDK,220,209,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN005
5,33741,180187152,THY_WMKKLTBA01,AA34914670,THY61,THY,FSC,WMKK,LTBA,4501,I,2014-09-11 15:15:00,2014-09-12 02:35:00,A333,231,H,TCJOD,231,237,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN006
6,33750,180187437,THY_VHHHLTBA01,AA34917062,THY71,THY,FSC,VHHH,LTBA,4342,I,2014-09-11 15:25:00,2014-09-12 02:45:00,B77W,345,H,TCJJO,252,215,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN007
7,33761,180188239,THY_WSSSLTBA01,AA34916361,THY67,THY,FSC,WSSS,LTBA,4680,I,2014-09-11 15:50:00,2014-09-12 03:10:00,A333,231,H,TCJNM,231,218,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN008
8,33781,180188912,THY_ZBAALTBA01,AA34917190,THY21,THY,FSC,ZBAA,LTBA,3824,I,2014-09-11 16:10:00,2014-09-12 02:25:00,B77W,345,H,TCJJJ,252,224,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN009
9,33796,180189559,THY_VTBSLTBA01,AA34917543,THY69,THY,FSC,VTBS,LTBA,4058,I,2014-09-11 16:30:00,2014-09-12 02:35:00,B77W,345,H,VTJEP,252,238,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN010
10,33803,180189961,THY_FAORLTBA01,AA34915447,THY41,THY,FSC,FAOR,LTBA,4034,I,2014-09-11 16:45:00,2014-09-12 02:20:00,A333,231,H,TCJNO,231,220,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN011
11,33806,180190118,THY_KJFKLTBA01,AA34916920,THY4,THY,FSC,KJFK,LTBA,4352,I,2014-09-11 16:50:00,2014-09-12 02:40:00,A333,231,H,TCJOA,231,246,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN012
12,33950,180194665,THY_FZAALTBA01,AA34920146,THY672,THY,FSC,FZAA,LTBA,2824,I,2014-09-11 19:40:00,2014-09-12 03:25:00,B739,80,M,TCJYE,170,165,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN013
13,34039,180195253,THY_DRRNLTBA01,AA34920859,THY3482,THY,FSC,DRRN,LTBA,2163,I,2014-09-11 20:10:00,2014-09-12 02:28:00,B739,80,M,TCJYC,170,165,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN014
14,34064,180195339,THY_EDDHLTAF01,AA34922659,THY97K,THY,FSC,EDDH,LTAF,1450,D,2014-09-11 20:15:00,2014-09-12 00:15:00,A320,74,M,TCJPS,133,129,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN015
15,34089,180195461,THY_DGAALTBA01,AA34919954,THY630,THY,FSC,DGAA,LTBA,2662,I,2014-09-11 20:25:00,2014-09-12 03:00:00,B739,80,M,TCJYH,170,180,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN016
16,34109,180195552,THY_GOOYLTBA01,AA34920095,THY595,THY,FSC,GOOY,LTBA,2875,I,2014-09-11 20:30:00,2014-09-12 03:30:00,B739,80,M,TCJYI,170,165,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN017
17,34270,180196024,THY_EBBRLTBY01,AA34920387,THY47V,THY,FSC,EBBR,LTBY,1276,D,2014-09-11 20:45:00,2014-09-12 00:12:00,B738,75,M,TCJHE,151,165,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN018
18,34354,180196194,THY_LTBAOMDB01,AA34921230,THY762,THY,FSC,LTBA,OMDB,1626,I,2014-09-11 21:25:00,2014-09-12 01:45:00,B77W,345,H,TCJJS,252,274,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN019
19,34381,180196240,THY_LTBAUBBB01,AA34921320,THY8CF,THY,FSC,LTBA,UBBB,965,D,2014-09-11 21:30:00,2014-09-11 23:41:00,A321,87,M,TCJRE,168,161,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN020
20,34382,180196241,THY_EGLLLTBA01,AA34921353,THY2SP,THY,FSC,EGLL,LTBA,1359,D,2014-09-11 21:30:00,2014-09-12 01:22:00,A321,87,M,TCJRG,168,160,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN021
21,34420,180196295,THY_LTBAOJAI01,AA34921458,THY814,THY,FSC,LTBA,OJAI,655,D,2014-09-11 21:35:00,2014-09-12 00:35:00,A321,87,M,TCJSI,168,155,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN022
22,34421,180196296,THY_LTBAOJAQ01,AA34921460,THY818,THY,FSC,LTBA,OJAQ,747,D,2014-09-11 21:35:00,2014-09-12 00:05:00,A319,67,M,TCJLZ,110,110,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN023
23,34422,180196299,THY_LTBAOTHH01,AA34921465,THY782,THY,FSC,LTBA,OTHH,1478,D,2014-09-11 21:35:00,2014-09-12 01:40:00,A321,87,M,TCJMN,168,159,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN024
24,34442,180196327,THY_LTBAZGGG01,AA34917421,THY72,THY,FSC,LTBA,ZGGG,4274,I,2014-09-11 21:40:00,2014-09-12 08:00:00,A343,269,H,TCJDN,220,224,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN025
25,34444,180196330,THY_LTBAWSSS01,AA34918347,THY66,THY,FSC,LTBA,WSSS,4680,I,2014-09-11 21:40:00,2014-09-12 08:25:00,A333,231,H,TCJNT,231,241,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN026
26,34445,180196331,THY_UGTBLTBJ01,AA34918765,THY3003,THY,FSC,UGTB,LTBJ,843,D,2014-09-11 21:40:00,2014-09-12 00:16:00,B738,75,M,TCJFM,151,146,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN027
27,34450,180196336,THY_DNMMLTBA01,AA34920902,THY626,THY,FSC,DNMM,LTBA,2478,I,2014-09-11 21:10:00,2014-09-12 03:40:00,A332,230,H,TCJIL,224,248,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN028
28,34459,180196350,THY_LTBAVTBS01,AA34924510,THY68,THY,FSC,LTBA,VTBS,4058,I,2014-09-11 21:40:00,2014-09-12 07:15:00,B77W,345,H,VTJEM,252,269,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN029
29,34477,180196382,THY_LTBARKSI01,AA34917036,THY90,THY,FSC,LTBA,RKSI,4290,I,2014-09-11 21:45:00,2014-09-12 07:55:00,A333,231,H,TCJOB,231,228,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN030
30,34491,180196406,THY_LTBAUCFM01,AA34921648,THY344,THY,FSC,LTBA,UCFM,2018,I,2014-09-11 21:45:00,2014-09-12 02:55:00,B738,75,M,TCJHY,151,146,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN031
31,34499,180196420,THY_LTBARJBB01,AA34917038,THY46,THY,FSC,LTBA,RJBB,4735,I,2014-09-11 21:50:00,2014-09-12 08:55:00,A332,230,H,TCJNB,224,235,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN032
32,34506,180196433,THY_LTBAOEGS01,AA34921735,THY120,THY,FSC,LTBA,OEGS,1157,D,2014-09-11 21:50:00,2014-09-12 01:40:00,A320,74,M,TCJPU,133,134,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN033
33,34524,180196457,THY_LTBAFAOR01,AA34918113,THY40,THY,FSC,LTBA,FAOR,4034,I,2014-09-11 21:55:00,2014-09-12 07:40:00,A333,231,H,TCJNZ,231,214,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN034
34,34528,180196462,THY_LTBAOEJN01,AA34921829,THY96,THY,FSC,LTBA,OEJN,1273,D,2014-09-11 21:55:00,2014-09-12 01:45:00,A332,230,H,TCJIR,224,232,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN035
35,34529,180196463,THY_UCFMLTBA01,AA34921831,THY347,THY,FSC,UCFM,LTBA,2018,I,2014-09-11 21:55:00,2014-09-12 03:40:00,B738,75,M,TCJHP,151,162,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN036
36,34530,180196464,THY_LEMDLTBA01,AA34921833,THY4VA,THY,FSC,LEMD,LTBA,1467,D,2014-09-11 21:55:00,2014-09-12 01:58:00,B738,75,M,TCJHN,151,149,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN037
37,34532,180196466,THY_EHAMLTBA01,AA34921882,THY7HE,THY,FSC,EHAM,LTBA,1195,D,2014-09-11 21:55:00,2014-09-12 01:30:00,A320,74,M,TCJPY,133,139,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN038
38,34536,180196471,THY_LTBALLBG01,AA34924313,THY9PA,THY,FSC,LTBA,LLBG,613,D,2014-09-11 21:55:00,2014-09-11 23:39:00,A321,87,M,TCJRR,168,149,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN039
39,34556,180196503,THY_LTBARJAA01,AA34917643,THY52,THY,FSC,LTBA,RJAA,4863,I,2014-09-11 22:00:00,2014-09-12 09:30:00,A333,231,H,TCJNH,231,209,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN040
40,34566,180196519,THY_LTFJURMT01,AA34921925,THY483,THY,FSC,LTFJ,URMT,616,D,2014-09-11 22:00:00,2014-09-12 00:15:00,A320,74,M,TCJUI,133,139,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN041
41,34572,180196526,THY_LLBGLTBA01,AA34923660,THY79Y,THY,FSC,LLBG,LTBA,613,D,2014-09-11 22:00:00,2014-09-11 23:53:00,A320,74,M,TCJUE,133,122,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN042
42,34600,180196560,THY_LTBAVRMM01,AA34921466,THY730,THY,FSC,LTBA,VRMM,3266,I,2014-09-11 22:05:00,2014-09-12 05:50:00,A333,231,H,TCJNK,231,223,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN043
43,34601,180196562,THY_LTBAOKBK01,AA34922042,THY770,THY,FSC,LTBA,OKBK,1173,D,2014-09-11 22:05:00,2014-09-12 01:35:00,A321,87,M,TCJRS,168,170,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN044
44,34638,180196603,THY_LTBAOIIE01,AA34922191,THY9WJ,THY,FSC,LTBA,OIIE,1103,D,2014-09-11 22:10:00,2014-09-12 00:32:00,A321,87,M,TCJMK,168,158,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN045
45,34639,180196604,THY_LTBAOERK01,AA34922192,THY144,THY,FSC,LTBA,OERK,1314,D,2014-09-11 22:10:00,2014-09-12 02:20:00,A321,87,M,TCJSK,168,157,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN046
46,34669,180196638,THY_LTBAWMKK01,AA34921464,THY60,THY,FSC,LTBA,WMKK,4501,I,2014-09-11 22:15:00,2014-09-12 08:50:00,A333,231,H,TCJNP,231,224,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN047
47,34670,180196640,THY_UACCLTAI01,AA34921928,THY3006,THY,FSC,UACC,LTAI,1922,I,2014-09-11 22:15:00,2014-09-12 03:33:00,B738,75,M,TCJGN,151,146,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN048
48,34705,180196683,THY_LTBALTAJ01,AA34922512,THY1VH,THY,FSC,LTBA,LTAJ,471,D,2014-09-11 22:20:00,2014-09-11 23:35:00,B738,75,M,TCJGJ,151,132,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN049
49,34742,180196731,THY_HAABLTBA01,AA34922302,THY677,THY,FSC,HAAB,LTBA,1995,I,2014-09-11 22:15:00,2014-09-12 03:40:00,B738,75,M,TCJVB,151,146,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN050
50,34801,180196802,THY_OMDBLTBA01,AA34927461,THY761,THY,FSC,OMDB,LTBA,1626,I,2014-09-11 22:35:00,2014-09-12 03:25:00,B77W,345,H,TCJJG,252,257,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN051
51,34808,180196811,THY_LTBAHEGN01,AA34922835,THY65W,THY,FSC,LTBA,HEGN,865,D,2014-09-11 22:40:00,2014-09-12 00:58:00,B738,75,M,TCJGU,151,154,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN052
52,34809,180196812,THY_OMAALTBA01,AA34922853,THY869,THY,FSC,OMAA,LTBA,1631,I,2014-09-11 22:40:00,2014-09-12 03:25:00,A321,87,M,TCJRU,168,184,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN053
53,34834,180196839,THY_OERKLTBA01,AA34921929,THY141,THY,FSC,OERK,LTBA,1314,D,2014-09-11 22:00:00,2014-09-12 02:15:00,A332,230,H,TCJIM,224,231,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN054
54,34837,180196842,THY_LTBAOLBA01,AA34922938,THY828,THY,FSC,LTBA,OLBA,535,D,2014-09-11 22:45:00,2014-09-12 00:30:00,A321,87,M,TCJRO,168,130,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN055
55,34867,180196875,THY_ESSALTBA01,AA34922602,THY39A,THY,FSC,ESSA,LTBA,1194,D,2014-09-11 22:30:00,2014-09-12 02:03:00,B738,75,M,TCJGO,151,154,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN056
56,34871,180196879,THY_KJFKLTBA02,AA34924342,THY2,THY,FSC,KJFK,LTBA,4352,I,2014-09-11 22:50:00,2014-09-12 08:40:00,B77W,345,H,TCJJI,252,278,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN057
57,34891,180196904,THY_OEJNLTBA01,AA34923158,THY95,THY,FSC,OEJN,LTBA,1273,D,2014-09-11 22:55:00,2014-09-12 02:40:00,A320,74,M,TCJPR,133,136,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN058
58,34942,180196957,THY_LTBAUTAA01,AA34922043,THY324,THY,FSC,LTBA,UTAA,1376,D,2014-09-11 22:05:00,2014-09-12 01:35:00,A321,87,M,TCJRT,168,156,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN059
59,34959,180196975,THY_UTAALTBA01,AA34923612,THY323,THY,FSC,UTAA,LTBA,1376,D,2014-09-11 23:10:00,2014-09-12 03:15:00,A321,87,M,TCJSF,168,170,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN060
60,34982,180197000,THY_OTHHLTBA01,AA34923738,THY781,THY,FSC,OTHH,LTBA,1478,D,2014-09-11 23:15:00,2014-09-12 03:45:00,A321,87,M,TCJMM,168,176,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN061
61,34983,180197001,THY_EDDKLTBA01,AA34923761,THY2BF,THY,FSC,EDDK,LTBA,1077,D,2014-09-11 23:15:00,2014-09-12 02:31:00,B738,75,M,TCJGL,151,149,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN062
62,34989,180197007,THY_OISSLTBA01,AA34927721,THY2LB,THY,FSC,OISS,LTBA,1348,D,2014-09-11 23:15:00,2014-09-12 02:55:00,A321,87,M,TCJSH,168,172,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN063
63,35002,180197020,THY_ULLILTAI01,AA34918666,THY7662,THY,FSC,ULLI,LTAI,1377,D,2014-09-11 23:20:00,2014-09-12 03:13:00,B738,75,M,TCSAH,151,159,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN064
64,35005,180197023,THY_OKBKLTBA01,AA34923878,THY773,THY,FSC,OKBK,LTBA,1173,D,2014-09-11 23:20:00,2014-09-12 03:05:00,A321,87,M,TCJMJ,168,164,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN065
65,35012,180197030,THY_OEDFLTBA01,AA34930336,THY151,THY,FSC,OEDF,LTBA,1358,D,2014-09-11 22:55:00,2014-09-12 03:00:00,A321,87,M,TCJRM,168,190,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN066
66,35021,180197039,THY_HKJKLTBA01,AA34923614,THY608,THY,FSC,HKJK,LTBA,2581,I,2014-09-11 23:10:00,2014-09-12 05:35:00,B738,75,M,TCJHT,151,155,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN067
67,35023,180197041,THY_HSSSLTBA01,AA34923984,THY681,THY,FSC,HSSS,LTBA,1538,I,2014-09-11 23:25:00,2014-09-12 03:35:00,B738,75,M,TCJHM,151,146,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN068
68,35048,180197066,THY_UBBBLTBA01,AA34924128,THY8ZB,THY,FSC,UBBB,LTBA,965,D,2014-09-11 23:30:00,2014-09-12 02:26:00,A320,74,M,TCJPC,133,116,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN069
69,35099,180197117,THY_OIIELTBA01,AA34919858,THY9JZ,THY,FSC,OIIE,LTBA,1103,D,2014-09-11 23:40:00,2014-09-12 02:42:00,A321,87,M,TCJRZ,168,139,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN070
70,35104,180197122,THY_UWKDLTBA01,AA34924426,THY94W,THY,FSC,UWKD,LTBA,1192,D,2014-09-11 23:40:00,2014-09-12 03:33:00,B738,75,M,TCJHS,151,154,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN071
71,35129,180197147,THY_LTBAOEYN01,AA34924527,THY114,THY,FSC,LTBA,OEYN,1273,D,2014-09-11 23:45:00,2014-09-12 03:10:00,A319,67,M,TCJLY,110,115,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN072
72,35130,180197148,THY_EDDNLTBA01,AA34924546,THY6TB,THY,FSC,EDDN,LTBA,905,D,2014-09-11 23:45:00,2014-09-12 02:46:00,A320,74,M,TCJBI,133,122,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN073
73,35172,180197190,THY_LTCCLTBA01,AA34924835,THY4PK,THY,FSC,LTCC,LTBA,560,D,2014-09-11 23:55:00,2014-09-12 01:32:00,A321,87,M,TCJML,168,167,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN074
74,35173,180197191,THY_DFFDLTBA01,AA34924845,THY597,THY,FSC,DFFD,LTBA,2352,I,2014-09-11 23:55:00,2014-09-12 06:05:00,B738,75,M,TCJVC,151,152,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN075
75,35219,180197237,THY_LTBAOAKB01,AA34925146,THY2BS,THY,FSC,LTBA,OAKB,1941,I,2014-09-12 00:05:00,2014-09-12 04:03:00,A332,230,H,TCJNE,224,217,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN076
76,35247,180197265,THY_LTAFEDDH01,AA34925323,THY1657,THY,FSC,LTAF,EDDH,1450,D,2014-09-12 00:10:00,2014-09-12 04:10:00,A320,74,M,TCJPJ,133,129,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN077
77,35250,180197268,THY_VGHSLTBA01,AA34927276,THY713,THY,FSC,VGHS,LTBA,3221,I,2014-09-12 00:10:00,2014-09-12 08:40:00,A332,230,H,TCJNV,224,236,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN078
78,35265,180197283,THY_UGTBLTBA01,AA34925459,THY93C,THY,FSC,UGTB,LTBA,729,D,2014-09-12 00:15:00,2014-09-12 02:26:00,A320,74,M,TCJAI,133,118,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN079
79,35266,180197284,THY_LTBAUBBG01,AA34925461,THY1418,THY,FSC,LTBA,UBBG,795,D,2014-09-12 00:15:00,2014-09-12 02:40:00,A319,67,M,TCJLU,110,108,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN080
80,35267,180197285,THY_DNKNLTBA01,AA34925465,THY585,THY,FSC,DNKN,LTBA,2041,I,2014-09-12 00:15:00,2014-09-12 05:45:00,B739,80,M,TCJYG,170,162,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN081
81,35268,180197286,THY_DAAGLTBA01,AA34925466,THY656,THY,FSC,DAAG,LTBA,1221,D,2014-09-12 00:15:00,2014-09-12 03:30:00,B738,75,M,TCJGT,151,147,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN082
82,35272,180197290,THY_LTBAORNI01,AA34928113,THY49B,THY,FSC,LTBA,ORNI,925,D,2014-09-12 00:15:00,2014-09-12 02:39:00,B738,75,M,TCJGH,151,142,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN083
83,35293,180197311,THY_UUWWLTAI01,AA34927222,THY9SM,THY,FSC,UUWW,LTAI,1155,D,2014-09-12 00:20:00,2014-09-12 03:33:00,A321,87,M,TCJSE,168,156,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN084
84,35309,180197327,THY_LTCGLTBA01,AA34925319,THY3EM,THY,FSC,LTCG,LTBA,497,D,2014-09-12 00:25:00,2014-09-12 01:59:00,A321,87,M,TCJRL,168,186,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN085
85,35318,180197336,THY_VABBLTBA01,AA34929794,THY721,THY,FSC,VABB,LTBA,2604,I,2014-09-12 00:25:00,2014-09-12 07:15:00,B77W,345,H,VTJEN,252,263,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN086
86,35338,180197356,THY_OPKCLTBA01,AA34925807,THY709,THY,FSC,OPKC,LTBA,2139,I,2014-09-12 00:30:00,2014-09-12 06:35:00,B738,75,M,TCJVF,151,168,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN087
87,35362,180197380,THY_URSSLTBA01,AA34924359,THY2EA,THY,FSC,URSS,LTBA,517,D,2014-09-12 00:35:00,2014-09-12 02:11:00,A320,74,M,TCJUJ,133,146,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN088
88,35363,180197381,THY_LTCGEDDT01,AA34925806,THY2JC,THY,FSC,LTCG,EDDT,1282,D,2014-09-12 00:30:00,2014-09-12 04:10:00,A320,74,M,TCJPB,133,129,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN089
89,35364,180197382,THY_OJAILTBA01,AA34925895,THY815,THY,FSC,OJAI,LTBA,655,D,2014-09-12 00:35:00,2014-09-12 03:00:00,A321,87,M,TCJSL,168,159,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN090
90,35365,180197383,THY_LTCGEDDS01,AA34925908,THY62V,THY,FSC,LTCG,EDDS,1371,D,2014-09-12 00:35:00,2014-09-12 04:20:00,A320,74,M,TCJPN,133,129,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN091
91,35366,180197384,THY_OPLALTBA01,AA34925913,THY715,THY,FSC,OPLA,LTBA,2252,I,2014-09-12 00:35:00,2014-09-12 06:55:00,A332,230,H,TCJIN,224,235,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN092
92,35367,180197385,THY_LTAFLTBA01,AA34925914,THY54Z,THY,FSC,LTAF,LTBA,386,D,2014-09-12 00:35:00,2014-09-12 01:49:00,B738,75,M,TCJFK,151,126,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN093
93,35369,180197387,THY_VIDPLTBA01,AA34927053,THY717,THY,FSC,VIDP,LTBA,2465,I,2014-09-12 00:35:00,2014-09-12 07:25:00,A333,231,H,TCJNL,231,240,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN094
