,nid,flight_id,flt_num,ifps_id,callsign,airline,airline_type,origin,destination,gcdistance,long_short_dist,sobt,sibt,aircraft_type,mtow,wk_tbl_cat,registration,max_seats,pax_assigned_cc,ecac_200,exclude,prev_flight_nid,source,mandatory,aircraft_id
290,39284,180201302,THY_LTAIUUWW01,AA34933626,THY7622,THY,FSC,LTAI,UUWW,1155,D,2014-09-12 05:25:00,2014-09-12 08:42:00,B738,75,M,TCSBE,151,155,dep,0,35407.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN098
291,39305,180201323,THY_LTBAEGLL01,AA34936673,THY45W,THY,FSC,LTBA,EGLL,1359,D,2014-09-12 04:55:00,2014-09-12 09:05:00,B77W,345,H,VTJEP,252,249,both,0,33796.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN010
292,39309,180201327,THY_LTBAEDDT01,AA34937669,THY9ZH,THY,FSC,LTBA,EDDT,941,D,2014-09-12 05:25:00,2014-09-12 08:20:00,A321,87,M,TCJRA,168,158,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN212
293,39452,180201470,THY_LTACLTBA05,AA34931886,THY2BZ,THY,FSC,LTAC,LTBA,198,D,2014-09-12 05:30:00,2014-09-12 06:18:00,B738,75,M,TCJHU,151,129,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN213
294,39458,180201476,THY_LTFJLTAN01,AA34932084,THY8WZ,THY,FSC,LTFJ,LTAN,231,D,2014-09-12 05:30:00,2014-09-12 06:14:00,B738,75,M,TCSBZ,151,142,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN214
295,39459,180201477,THY_LTACLTCC01,AA34932086,THY4WD,THY,FSC,LTAC,LTCC,362,D,2014-09-12 05:30:00,2014-09-12 06:24:00,B738,75,M,TCSAJ,151,145,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN215
296,39460,180201478,THY_LTACLTCE01,AA34932085,THY42C,THY,FSC,LTAC,LTCE,376,D,2014-09-12 05:30:00,2014-09-12 06:25:00,B738,75,M,TCSAV,151,164,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN216
297,39480,180201498,THY_LTACLTCG01,AA34933578,THY7GV,THY,FSC,LTAC,LTCG,314,D,2014-09-12 05:30:00,2014-09-12 06:17:00,B738,75,M,TCSBF,151,146,both,0,36555.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN161
298,39481,180201499,THY_LTFJLTBJ02,AA34933593,THY5YF,THY,FSC,LTFJ,LTBJ,186,D,2014-09-12 05:30:00,2014-09-12 06:23:00,B738,75,M,TCJFC,151,132,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN217
299,39482,180201500,THY_LTACLTBJ02,AA34933592,THY43Y,THY,FSC,LTAC,LTBJ,294,D,2014-09-12 05:30:00,2014-09-12 06:27:00,B738,75,M,TCSAI,151,156,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN218
300,39490,180201508,THY_LTBAUUWW01,AA34933766,THY18L,THY,FSC,LTBA,UUWW,940,D,2014-09-12 05:30:00,2014-09-12 08:22:00,A320,74,M,TCJPO,133,167,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN219
301,39491,180201509,THY_LTBADAAG01,AA34933767,THY653,THY,FSC,LTBA,DAAG,1221,D,2014-09-12 05:30:00,2014-09-12 09:05:00,A321,87,M,TCJSD,168,190,dep,0,35565.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN114
302,39492,180201510,THY_LTBALSZH02,AA34933769,THY4JE,THY,FSC,LTBA,LSZH,952,D,2014-09-12 05:30:00,2014-09-12 08:35:00,A321,87,M,TCJRR,168,141,both,0,35886.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN039
303,39493,180201511,THY_LTBAEDDH01,AA34933770,THY1PQ,THY,FSC,LTBA,EDDH,1074,D,2014-09-12 05:30:00,2014-09-12 08:45:00,A321,87,M,TCJRV,168,146,both,0,36286.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN141
304,39494,180201512,THY_LTBALFMN01,AA34933773,THY1813,THY,FSC,LTBA,LFMN,971,D,2014-09-12 05:30:00,2014-09-12 08:50:00,A320,74,M,TCJPH,133,124,both,0,35960.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN130
305,39495,180201513,THY_EDDMLTBA01,AA34933772,THY2DZ,THY,FSC,EDDM,LTBA,850,D,2014-09-12 05:30:00,2014-09-12 08:05:00,A320,74,M,TCJPI,133,137,both,0,35510.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN106
306,39496,180201514,THY_LTBALTAJ03,AA34933774,THY2224,THY,FSC,LTBA,LTAJ,471,D,2014-09-12 05:30:00,2014-09-12 07:05:00,A320,74,M,TCJLK,133,139,dep,0,35474.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN104
307,39497,180201515,THY_LTAYLTBA02,AA34933778,THY1WY,THY,FSC,LTAY,LTBA,196,D,2014-09-12 05:30:00,2014-09-12 06:20:00,A320,74,M,TCJUJ,133,128,arr,0,36550.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN088
308,39498,180201516,THY_LTBADTTA01,AA34933818,THY661,THY,FSC,LTBA,DTTA,902,D,2014-09-12 05:30:00,2014-09-12 08:20:00,B738,75,M,TCJGD,151,126,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN220
309,39605,180201623,THY_LTACLTFE01,AA34933574,THY4YP,THY,FSC,LTAC,LTFE,303,D,2014-09-12 05:35:00,2014-09-12 06:34:00,B738,75,M,TCSAK,151,137,both,0,36554.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN160
310,39609,180201627,THY_LTCJLTBA01,AA34933896,THY8PB,THY,FSC,LTCJ,LTBA,599,D,2014-09-12 05:35:00,2014-09-12 07:19:00,A319,67,M,TCJLM,110,130,arr,0,36195.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN137
311,39610,180201628,THY_LTBAENGM01,AA34933900,THY3FV,THY,FSC,LTBA,ENGM,1330,D,2014-09-12 05:35:00,2014-09-12 09:25:00,B739,80,M,TCJYE,170,166,both,0,33950.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN013
312,39611,180201629,THY_LTBSLTBA02,AA34933901,THY5EK,THY,FSC,LTBS,LTBA,256,D,2014-09-12 05:35:00,2014-09-12 06:33:00,A320,74,M,TCJPD,133,127,both,0,36548.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN157
313,39612,180201630,THY_EKCHLTBA01,AA34933902,THY4TF,THY,FSC,EKCH,LTBA,1086,D,2014-09-12 05:35:00,2014-09-12 08:40:00,B738,75,M,TCJGI,151,155,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN221
314,39703,180201721,THY_ORMMLTBA01,AA34930340,THY7BK,THY,FSC,ORMM,LTBA,1109,D,2014-09-12 05:40:00,2014-09-12 08:47:00,B738,75,M,TCJFO,151,158,arr,0,35625.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN121
315,39727,180201745,THY_LTBAEDDN01,AA34934064,THY4TQ,THY,FSC,LTBA,EDDN,905,D,2014-09-12 05:40:00,2014-09-12 08:30:00,A321,87,M,TCJSF,168,166,both,0,34959.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN060
316,39728,180201746,THY_LTBALIPE01,AA34934063,THY3YW,THY,FSC,LTBA,LIPE,800,D,2014-09-12 05:40:00,2014-09-12 08:25:00,A321,87,M,TCJRD,168,147,both,0,35544.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN109
317,39729,180201747,THY_LSZHLTBA01,AA34934065,THY3FB,THY,FSC,LSZH,LTBA,952,D,2014-09-12 05:40:00,2014-09-12 08:35:00,A320,74,M,TCJPE,133,140,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN222
318,39730,180201748,THY_LTBALEBL01,AA34934066,THY98G,THY,FSC,LTBA,LEBL,1206,D,2014-09-12 05:40:00,2014-09-12 09:25:00,B738,75,M,TCJGV,151,161,both,0,35498.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN105
319,39731,180201749,THY_LTBALEBB01,AA34934080,THY3QB,THY,FSC,LTBA,LEBB,1412,D,2014-09-12 05:40:00,2014-09-12 10:00:00,A320,74,M,TCJAI,133,135,both,0,35265.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN079
320,39732,180201750,THY_LTBAEFHK02,AA34934084,THY2CP,THY,FSC,LTBA,EFHK,1171,D,2014-09-12 05:40:00,2014-09-12 09:05:00,B738,75,M,TCJGT,151,136,both,0,35268.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN082
321,39830,180201848,THY_LTACLTAI01,AA34932073,THY84V,THY,FSC,LTAC,LTAI,220,D,2014-09-12 05:45:00,2014-09-12 06:33:00,B738,75,M,TCSBS,151,123,both,0,36932.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN181
322,39832,180201850,THY_LTACLTAF01,AA34932082,THY6BA,THY,FSC,LTAC,LTAF,217,D,2014-09-12 05:45:00,2014-09-12 06:26:00,B737,66,M,TCSAF,119,131,both,0,36637.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN166
323,39833,180201851,THY_LTAULTFJ01,AA34932093,THY1DH,THY,FSC,LTAU,LTFJ,313,D,2014-09-12 05:45:00,2014-09-12 06:40:00,B737,66,M,TCSAP,119,119,arr,0,36933.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN182
324,39847,180201865,THY_LTACLTBU01,AA34933594,THY5HE,THY,FSC,LTAC,LTBU,239,D,2014-09-12 05:45:00,2014-09-12 06:34:00,B737,66,M,TCSAZ,119,103,dep,0,36776.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN173
325,39851,180201869,THY_EDDLLTBA01,AA34934218,THY1530,THY,FSC,EDDL,LTBA,1101,D,2014-09-12 05:45:00,2014-09-12 09:00:00,B738,75,M,TCJGP,151,158,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN223
326,39867,180201885,THY_LTBALFLL01,AA34937163,THY89R,THY,FSC,LTBA,LFLL,1071,D,2014-09-12 05:45:00,2014-09-12 09:05:00,A333,231,H,TCJNI,231,189,both,0,35416.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN100
327,39953,180201971,THY_LTACLTFH01,AA34933673,THY6YT,THY,FSC,LTAC,LTFH,176,D,2014-09-12 05:50:00,2014-09-12 06:27:00,B737,66,M,TCSAO,119,128,dep,0,36676.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN169
328,39955,180201973,THY_LTBJLTFJ02,AA34934373,THY3CF,THY,FSC,LTBJ,LTFJ,186,D,2014-09-12 05:50:00,2014-09-12 06:43:00,B738,75,M,TCJHA,151,138,both,0,36929.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN178
329,39956,180201974,THY_LTBAESGG01,AA34934374,THY2FS,THY,FSC,LTBA,ESGG,1187,D,2014-09-12 05:50:00,2014-09-12 09:20:00,B739,80,M,TCJYF,170,161,both,0,36549.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN158
330,39957,180201975,THY_LTBAUBBB02,AA34934379,THY7WH,THY,FSC,LTBA,UBBB,965,D,2014-09-12 05:50:00,2014-09-12 07:59:00,A321,87,M,TCJSA,168,139,dep,0,35388.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN097
331,39959,180201977,THY_LTBALTAI02,AA34934545,THY3NX,THY,FSC,LTBA,LTAI,262,D,2014-09-12 05:50:00,2014-09-12 06:41:00,A321,87,M,TCJSG,168,162,both,0,35604.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN116
332,40040,180202058,THY_LTBJLTAC02,AA34932115,THY61Y,THY,FSC,LTBJ,LTAC,294,D,2014-09-12 05:55:00,2014-09-12 06:53:00,B737,66,M,TCSAD,119,123,both,0,37030.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN190
333,40041,180202059,THY_LTAFLTFJ02,AA34932133,THY8FA,THY,FSC,LTAF,LTFJ,365,D,2014-09-12 05:55:00,2014-09-12 07:02:00,B738,75,M,TCSBP,151,149,both,0,36934.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN183
334,40042,180202060,THY_LTACLTCF01,AA34932134,THY1WZ,THY,FSC,LTAC,LTCF,463,D,2014-09-12 05:55:00,2014-09-12 07:00:00,B738,75,M,TCSBJ,151,180,dep,0,36638.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN167
335,40055,180202073,THY_LTATLTBA01,AA34934505,THY2631,THY,FSC,LTAT,LTBA,455,D,2014-09-12 05:55:00,2014-09-12 07:40:00,B738,75,M,TCJGO,151,143,arr,0,36486.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN056
336,40056,180202074,THY_LTBALDZA01,AA34934686,THY6HK,THY,FSC,LTBA,LDZA,625,D,2014-09-12 05:55:00,2014-09-12 08:01:00,B739,80,M,TCJYI,170,173,both,0,34109.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN017
337,40057,180202075,THY_EGLLLTBA02,AA34934727,THY8ZG,THY,FSC,EGLL,LTBA,1359,D,2014-09-12 05:55:00,2014-09-12 09:45:00,A321,87,M,TCJRJ,168,158,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN224
338,40296,180202314,THY_LTFJLTAC03,AA34931264,THY5TM,THY,FSC,LTFJ,LTAC,175,D,2014-09-12 06:00:00,2014-09-12 06:36:00,B738,75,M,TCJFP,151,120,both,0,36636.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN165
339,40297,180202315,THY_LTAJLTFJ01,AA34931279,THY3UL,THY,FSC,LTAJ,LTFJ,450,D,2014-09-12 06:00:00,2014-09-12 07:18:00,B737,66,M,TCSAG,119,139,arr,0,36937.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN186
340,40302,180202320,THY_LTACLTFJ02,AA34932125,THY5AH,THY,FSC,LTAC,LTFJ,175,D,2014-09-12 06:00:00,2014-09-12 06:38:00,B737,66,M,TCSAL,119,103,both,0,36556.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN162
341,40331,180202349,THY_LTACLTCI01,AA34934304,THY8DK,THY,FSC,LTAC,LTCI,491,D,2014-09-12 06:00:00,2014-09-12 07:07:00,B738,75,M,TCSBR,151,169,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN225
342,40336,180202354,THY_LTBALTAC04,AA34934685,THY9YE,THY,FSC,LTBA,LTAC,198,D,2014-09-12 06:00:00,2014-09-12 06:37:00,B738,75,M,TCJGZ,151,145,both,0,35511.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN107
343,40337,180202355,THY_LTACLTBA06,AA34934687,THY9BL,THY,FSC,LTAC,LTBA,198,D,2014-09-12 06:00:00,2014-09-12 06:47:00,B738,75,M,TCJFK,151,144,both,0,36927.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN093
344,40338,180202356,THY_LTBALTAF02,AA34934690,THY1GC,THY,FSC,LTBA,LTAF,386,D,2014-09-12 06:00:00,2014-09-12 07:07:00,B738,75,M,TCJFN,151,164,both,0,36930.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN179
345,40339,180202357,THY_LTBALTBJ03,AA34934688,THY6ZB,THY,FSC,LTBA,LTBJ,179,D,2014-09-12 06:00:00,2014-09-12 06:40:00,B738,75,M,TCJHB,151,144,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN226
346,40340,180202358,THY_LTBALTAR02,AA34934695,THY46D,THY,FSC,LTBA,LTAR,377,D,2014-09-12 06:00:00,2014-09-12 06:58:00,A320,74,M,TCJUE,133,117,dep,0,34572.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN042
347,40343,180202361,THY_LTACLTCK01,AA34934834,THY2FL,THY,FSC,LTAC,LTCK,410,D,2014-09-12 06:00:00,2014-09-12 07:01:00,B738,75,M,TCSAU,151,146,dep,0,36677.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN170
348,40476,180202494,THY_LTFJLTCC01,AA34934303,THY6PG,THY,FSC,LTFJ,LTCC,537,D,2014-09-12 06:05:00,2014-09-12 07:21:00,B737,66,M,TCSAE,119,113,dep,0,36553.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN159
349,40481,180202499,THY_LTACLTCR01,AA34935358,THY63C,THY,FSC,LTAC,LTCR,399,D,2014-09-12 06:05:00,2014-09-12 07:07:00,B738,75,M,TCSBV,151,163,dep,0,36634.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN164
350,40483,180202501,THY_SBGRLTBA01,AA34936282,THY16,THY,FSC,SBGR,LTBA,5702,I,2014-09-12 06:05:00,2014-09-12 18:35:00,B77W,345,H,TCJJF,252,244,arr,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN227
351,40577,180202595,THY_LTCGLTFJ02,AA34932146,THY7EP,THY,FSC,LTCG,LTFJ,475,D,2014-09-12 06:10:00,2014-09-12 07:33:00,B738,75,M,TCSBG,151,152,both,0,36935.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN184
352,40578,180202596,THY_LTFJLTFH01,AA34932182,THY3TZ,THY,FSC,LTFJ,LTFH,329,D,2014-09-12 06:10:00,2014-09-12 07:10:00,B738,75,M,TCSNI,151,126,dep,0,36489.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN155
353,40591,180202609,THY_EBBRLTBA01,AA34934396,THY1HY,THY,FSC,EBBR,LTBA,1171,D,2014-09-12 05:50:00,2014-09-12 09:10:00,B738,75,M,TCJHE,151,161,both,0,35956.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN018
354,40596,180202614,THY_LTBALFSB01,AA34934963,THY9KM,THY,FSC,LTBA,LFSB,994,D,2014-09-12 06:10:00,2014-09-12 09:06:00,B738,75,M,TCJFR,151,145,both,0,35608.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN118
355,40597,180202615,THY_LTAZLTBA01,AA34934962,THY2VL,THY,FSC,LTAZ,LTBA,295,D,2014-09-12 06:10:00,2014-09-12 07:08:00,A321,87,M,TCJRC,168,173,arr,0,37121.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN192
356,40598,180202616,THY_LFPGLTBA01,AA34934964,THY3WQ,THY,FSC,LFPG,LTBA,1209,D,2014-09-12 06:10:00,2014-09-12 09:40:00,A320,74,M,TCJPM,133,111,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN228
357,40721,180202739,THY_LTAILTFJ01,AA34932143,THY93R,THY,FSC,LTAI,LTFJ,250,D,2014-09-12 06:15:00,2014-09-12 07:04:00,B738,75,M,TCJFG,151,161,both,0,37303.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN195
358,40850,180202868,THY_LTAULTBA02,AA34935073,THY3JK,THY,FSC,LTAU,LTBA,335,D,2014-09-12 06:20:00,2014-09-12 07:25:00,A343,269,H,TCJII,220,181,arr,0,36775.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN172
359,40851,180202869,THY_LTFELTFJ01,AA34935183,THY94X,THY,FSC,LTFE,LTFJ,232,D,2014-09-12 06:20:00,2014-09-12 07:20:00,B738,75,M,TCJGG,151,127,both,0,37307.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN196
360,40852,180202870,THY_LTBALKPR01,AA34935184,THY7KG,THY,FSC,LTBA,LKPR,820,D,2014-09-12 06:20:00,2014-09-12 09:05:00,A320,74,M,TCJPG,133,127,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN229
361,40854,180202872,THY_LTBAELLX01,AA34935213,THY7ZV,THY,FSC,LTBA,ELLX,1082,D,2014-09-12 06:20:00,2014-09-12 09:33:00,B737,66,M,TCJKJ,119,125,both,0,36288.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,0,CSN143
362,40963,180202981,THY_LTFJLTCI01,AA34935048,THY7202,THY,FSC,LTFJ,LTCI,664,D,2014-09-12 06:00:00,2014-09-12 08:00:00,B738,75,M,TCSBI,151,148,dep,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN230
363,40964,180202982,THY_LTBALTBS02,AA34935313,THY6TE,THY,FSC,LTBA,LTBS,256,D,2014-09-12 06:25:00,2014-09-12 07:17:00,B738,75,M,TCJHD,151,158,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN231
364,40965,180202983,THY_LTBALTFE02,AA34935311,THY2LN,THY,FSC,LTBA,LTFE,230,D,2014-09-12 06:25:00,2014-09-12 07:13:00,A321,87,M,TCJRF,168,131,both,0,36380.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN146
365,40966,180202984,THY_LTBSLTFJ01,AA34935312,THY5MR,THY,FSC,LTBS,LTFJ,253,D,2014-09-12 06:25:00,2014-09-12 07:15:00,B738,75,M,TCJGK,151,155,both,0,37585.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN199
366,40973,180202991,THY_LTBALTCU01,AA34937736,THY7DQ,THY,FSC,LTBA,LTCU,557,D,2014-09-12 06:25:00,2014-09-12 07:41:00,A319,67,M,TCJUD,110,107,dep,0,36123.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN134
367,41152,180203170,THY_LTBALTCT01,AA34935399,THY2718,THY,FSC,LTBA,LTCT,690,D,2014-09-12 06:30:00,2014-09-12 08:45:00,A320,74,M,TCJUF,133,130,dep,0,36225.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN139
368,41153,180203171,THY_LTBALTCM01,AA34935401,THY2842,THY,FSC,LTBA,LTCM,288,D,2014-09-12 06:30:00,2014-09-12 07:45:00,A319,67,M,TCJLO,110,110,dep,0,35961.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN131
369,41154,180203172,THY_LTBAEGKK02,AA34935422,THY2AD,THY,FSC,LTBA,EGKK,1343,D,2014-09-12 06:30:00,2014-09-12 10:35:00,A321,87,M,TCJMI,168,147,both,0,,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN232
370,41156,180203174,THY_LTBASBGR01,AA34935960,THY15,THY,FSC,LTBA,SBGR,5702,I,2014-09-12 06:30:00,2014-09-12 19:55:00,B77W,345,H,TCJJG,252,244,dep,0,34801.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN051
371,41273,180203291,THY_LTACLTCJ01,AA34935506,THY26M,THY,FSC,LTAC,LTCJ,401,D,2014-09-12 06:35:00,2014-09-12 07:34:00,B738,75,M,TCSBN,151,141,dep,0,36931.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN180
372,41274,180203292,THY_LBSFLTBA01,AA34935519,THY1LE,THY,FSC,LBSF,LTBA,263,D,2014-09-12 06:35:00,2014-09-12 08:00:00,B737,66,M,TCJKK,119,144,both,0,37581.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN198
373,41399,180203417,THY_LTBJLTBA04,AA34934692,THY5JV,THY,FSC,LTBJ,LTBA,179,D,2014-09-12 06:40:00,2014-09-12 07:38:00,A320,74,M,TCJUI,133,132,both,0,37978.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN041
374,41402,180203420,THY_LTBAOKBK02,AA34935617,THY766,THY,FSC,LTBA,OKBK,1173,D,2014-09-12 06:40:00,2014-09-12 10:10:00,A321,87,M,TCJMM,168,170,dep,0,34982.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN061
375,41403,180203421,THY_LTBALTFG01,AA34935619,THY2592,THY,FSC,LTBA,LTFG,325,D,2014-09-12 06:40:00,2014-09-12 08:00:00,A320,74,M,TCJPL,133,118,dep,0,36736.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN122
376,41404,180203422,THY_LTBALTCS01,AA34935620,THY3LP,THY,FSC,LTBA,LTCS,515,D,2014-09-12 06:40:00,2014-09-12 07:54:00,A320,74,M,TCJPS,133,134,dep,0,36674.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN015
377,41405,180203423,THY_LTBALTDA01,AA34935621,THY9QS,THY,FSC,LTBA,LTDA,447,D,2014-09-12 06:40:00,2014-09-12 08:02:00,A319,67,M,TCJLR,110,99,dep,0,36289.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN144
378,41406,180203424,THY_LTBALEMG01,AA34935638,THY4EG,THY,FSC,LTBA,LEMG,1571,I,2014-09-12 06:40:00,2014-09-12 11:10:00,B738,75,M,TCJVD,151,153,both,0,35859.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN125
379,41543,180203561,THY_LTACLTFJ03,AA34932144,THY5UF,THY,FSC,LTAC,LTFJ,175,D,2014-09-12 06:45:00,2014-09-12 07:24:00,B738,75,M,TCJFD,151,120,both,0,37721.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN201
380,41729,180203747,THY_LTCCLTBA02,AA34935831,THY4NX,THY,FSC,LTCC,LTBA,560,D,2014-09-12 06:50:00,2014-09-12 08:26:00,A320,74,M,TCJLL,133,123,arr,0,37206.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN193
381,41730,180203748,THY_LTBALTAU02,AA34935834,THY5QW,THY,FSC,LTBA,LTAU,335,D,2014-09-12 06:50:00,2014-09-12 07:44:00,A321,87,M,TCJSE,168,125,dep,0,37584.0,12SEP14_FLIGHTS_V5.csv_merged_flight_itineraries_assigment_db,1,CSN084
