,0,1,2
0,RJAA,LTBA,
1,LTBA,OMDB,
2,LTBA,UBBB,
3,LTBA,OJAI,
4,LTBA,OJAQ,
5,LTBA,OTHH,
6,LTBA,ZGGG,
7,LTBA,WSSS,
8,LTBA,VTBS,
9,LTBA,RKSI,
10,LTBA,UCFM,
11,LTBA,RJBB,
12,LTBA,OEGS,
13,LTBA,FAOR,
14,LTBA,OEJN,
15,LTBA,LLBG,
16,LTBA,RJAA,
17,LTBA,VRMM,
18,LTBA,OKBK,
19,LTBA,OIIE,
20,LTBA,OERK,
21,LTBA,WMKK,
22,LTBA,LTAJ,
23,LTBA,HEGN,
24,LTBA,OLBA,
25,LTBA,UTAA,
26,LTBA,OEYN,
27,LTBA,OAKB,
28,LTBA,UBBG,
29,LTBA,ORNI,
30,LTBA,ORBI,
31,LTBA,EDDF,
32,LTBA,ORMM,
33,LTBA,LTCG,
34,LTBA,LTFH,
35,LTBA,LTCJ,
36,LTBA,LTAC,
37,LTBA,LTAF,
38,LTBA,LTAN,
39,LTBA,LTFE,
40,LTBA,LTAI,
41,LTBA,LTAT,
42,LTBA,LTBS,
43,LTBA,LTAY,
44,LTBA,LTCA,
45,LTBA,HECA,
46,LTBA,LTCI,
47,LTBA,LTAU,
48,LTBA,EGKK,
49,LTBA,LTBJ,
50,LTBA,LTAR,
51,LTBA,UGTB,
52,LTBA,LQSA,
53,LTBA,LTAZ,
54,LTBA,LTCC,
55,LTBA,LTCE,
56,LTBA,LYBE,
57,LTBA,LHBP,
58,LTBA,KJFK,
59,LTBA,LBSF,
60,LTBA,LATI,
61,LTBA,EIDW,
62,LTBA,BKPR,
63,LTBA,LFPG,
64,LTBA,EDDK,
65,LTBA,LWSK,
66,LTBA,LGAV,
67,LTBA,LUKK,
68,LTBA,UKOO,
69,LTBA,EDDM,
70,LTBA,LROP,
71,LTBA,LEMD,
72,LTBA,EDDV,
73,LTBA,EBBR,
74,LTBA,UKBB,
75,LTBA,VHHH,
76,LTBA,LICC,
77,LTBA,LGTS,
78,LTBA,LIMC,
79,LTBA,EGCC,
80,LTBA,LOWW,
81,LTBA,EGBB,
82,LTBA,LIPZ,
83,LTBA,LSGG,
84,LTBA,ESSA,
85,LTBA,EKCH,
86,LTBA,LIRF,
87,LTBA,EHAM,
88,LTBA,EDDS,
89,LTBA,EDDL,
90,LTBA,EGPH,
91,LTBA,EGLL,
92,LTBA,EDDT,
93,LTBA,UUWW,
94,LTBA,DAAG,
95,LTBA,LSZH,
96,LTBA,EDDH,
97,LTBA,LFMN,
98,LTBA,DTTA,
99,LTBA,ENGM,
100,LTBA,EDDN,
101,LTBA,LIPE,
102,LTBA,LEBL,
103,LTBA,LEBB,
104,LTBA,EFHK,
105,LTBA,LFLL,
106,LTBA,ESGG,
107,LTBA,LDZA,
108,LTBA,LFSB,
109,LTBA,LKPR,
110,LTBA,ELLX,
111,LTBA,LTCU,
112,LTBA,LTCT,
113,LTBA,LTCM,
114,LTBA,SBGR,
115,LTBA,LTFG,
116,LTBA,LTCS,
117,LTBA,LTDA,
118,LTBA,LEMG,
119,LTBA,LTCO,
120,LTBA,LTCP,
121,LTBA,LTCN,
122,LTBA,GMMN,
123,LTBA,LIMJ,
124,LTBA,LEVC,
125,LTBA,ULLI,
126,LTBA,LFBO,
127,LTBA,EKBI,
128,LTBA,EDDW,
129,LTBA,LFML,
130,LTBA,EVRA,
131,LTBA,EDDG,
132,LTBA,LIRN,
133,LTBA,LPPT,
134,LTBA,EDDP,
135,LTBA,EHRD,
136,LTBA,LOWS,
137,LTBA,EPWA,
138,LTBA,LJLJ,
139,LTBA,LTFC,
140,LTBA,DAOO,
141,LTBA,LTAL,
142,LTBA,LYPG,
143,LTBA,KLAX,
144,LTBA,LBWN,
145,LTBA,LMML,
146,LTBA,EDNY,
147,LTBA,KIAH,
148,LTBA,UGSB,
149,LTBA,KBOS,
150,LTBA,KIAD,
151,LTBA,KORD,
152,LTBA,LTCD,
153,LTBA,FZAA,
154,LTBA,CYUL,
155,LTBA,LIMF,
156,LTBA,LTCF,
157,LTBA,LTCV,
158,LTBA,DGAA,
159,LTBA,DBBB,
160,LTBA,LTCR,
161,LTBA,OEMA,
162,LTBA,LTCK,
163,LTBA,DNMM,
164,LTBA,DRRN,
165,LTBA,FKYS,
166,LTBA,HTKJ,
167,LTBA,HKJK,
168,LTBA,VGHS,
169,LTBA,HRYR,
170,LTBA,UACC,
171,LTBA,HTDA,
172,LTBA,VABB,
173,LTBA,HAAB,
174,LTBA,OOMS,
175,LTBA,VIDP,
176,LTBA,UNNT,
177,LTBA,UCFO,
178,LTBA,OMAA,
179,LTBA,OPRN,
180,LTBA,OPKC,
181,LTBA,OBBI,
182,LTBA,UAAA,
183,LTBA,VNKT,
184,LTBA,HSSS,
185,LTBA,OEDF,
186,LTBA,OIMM,
187,LTBA,OISS,
188,LTBA,LTBZ,
189,LTBA,UWKD,
190,LTBA,OICC,
191,LTBA,LTAP,
192,LTBA,UTTT,
193,LTBA,USSS,
194,LTBA,ORSU,
195,LTBA,ORER,
196,LTBA,OITT,
197,LTBA,UWUU,
198,LTBA,URSS,
199,LTBA,ZBAA,
200,LTBA,URRR,
201,LTBA,HEBA,
202,LTBA,GQNN,
203,LTBA,UBBN,
204,LTBA,HESH,
205,LTBA,ZSPD,
206,RJBB,LTBA,
207,ZSPD,LTBA,
208,RKSI,LTBA,
209,ZGGG,LTBA,
210,WMKK,LTBA,
211,VHHH,LTBA,
212,WSSS,LTBA,
213,ZBAA,LTBA,
214,VTBS,LTBA,
215,FAOR,LTBA,
216,KJFK,LTBA,
217,FZAA,LTBA,
218,DRRN,LTBA,
219,EDDH,LTAF,
220,EDDH,LTBA,
221,EDDH,LTBJ,
222,LTAF,EDDH,
223,LTAF,LTBA,
224,LTAF,LTFJ,
225,LTAF,LTAC,
226,DGAA,LTBA,
227,GOOY,LTBA,
228,EBBR,LTBY,
229,EBBR,LTBA,
230,EBBR,LTFJ,
231,LTBY,EBBR,
232,OMDB,LTBA,
233,UBBB,LTBA,
234,EGLL,LTBA,
235,OJAI,LTBA,
236,OJAQ,LTBA,
237,OTHH,LTBA,
238,UGTB,LTBJ,
239,UGTB,LTBA,
240,UGTB,LTFJ,
241,UGTB,LTAI,
242,LTBJ,UGTB,
243,LTBJ,LTBA,
244,LTBJ,LTFJ,
245,LTBJ,LTAC,
246,LTBJ,OEMA,
247,DNMM,LTBA,
248,UCFM,LTBA,
249,OEGS,LTBA,
250,OEJN,LTBA,
251,LEMD,LTBA,
252,EHAM,LTBA,
253,EHAM,LTFJ,
254,LLBG,LTBA,
255,LLBG,LTFJ,
256,LTFJ,URMT,
257,LTFJ,EDDM,
258,LTFJ,LTAC,
259,LTFJ,LTAU,
260,LTFJ,LTAF,
261,LTFJ,LTCG,
262,LTFJ,LTAJ,
263,LTFJ,LFPG,
264,LTFJ,LTAI,
265,LTFJ,LTFE,
266,LTFJ,LTBS,
267,LTFJ,LTBJ,
268,LTFJ,LTAN,
269,LTFJ,LTCC,
270,LTFJ,LTFH,
271,LTFJ,LTCI,
272,LTFJ,LTCA,
273,LTFJ,LQSA,
274,LTFJ,LTCE,
275,LTFJ,LTCV,
276,LTFJ,EGKK,
277,LTFJ,EHAM,
278,LTFJ,EDDF,
279,LTFJ,LTCR,
280,LTFJ,EBBR,
281,LTFJ,LTCF,
282,LTFJ,EDDL,
283,LTFJ,LIMC,
284,LTFJ,LTAR,
285,LTFJ,EDDT,
286,LTFJ,LOWW,
287,LTFJ,LTFD,
288,LTFJ,LTDA,
289,LTFJ,UGTB,
290,LTFJ,OIIE,
291,LTFJ,OKBK,
292,LTFJ,URWA,
293,URMT,LTFJ,
294,VRMM,LTBA,
295,OKBK,LTBA,
296,OKBK,LTFJ,
297,OIIE,LTBA,
298,OIIE,LTBJ,
299,OIIE,LTFJ,
300,OERK,LTBA,
301,UACC,LTAI,
302,LTAI,LTBA,
303,LTAI,LTAC,
304,LTAI,UUWW,
305,LTAI,LTFJ,
306,LTAI,ESTA,
307,LTAI,EKCH,
308,LTAI,UWUU,
309,LTAI,ULLI,
310,LTAJ,LTBA,
311,LTAJ,LTFJ,
312,LTAJ,LTAC,
313,HAAB,LTBA,
314,HEGN,LTBA,
315,OMAA,LTBA,
316,OLBA,LTBA,
317,ESSA,LTBA,
318,UTAA,LTBA,
319,EDDK,LTBA,
320,OISS,LTBA,
321,ULLI,LTAI,
322,ULLI,LTBA,
323,OEDF,LTBA,
324,HKJK,LTBA,
325,HSSS,LTBA,
326,UWKD,LTBA,
327,OEYN,LTBA,
328,EDDN,LTBA,
329,LTCC,LTBA,
330,LTCC,LTAC,
331,LTCC,LTFJ,
332,DFFD,LTBA,
333,OAKB,LTBA,
334,VGHS,LTBA,
335,UBBG,LTBA,
336,DNKN,LTBA,
337,DAAG,LTBA,
338,ORNI,LTBA,
339,UUWW,LTAI,
340,UUWW,LTBA,
341,UUWW,LTAC,
342,LTCG,LTBA,
343,LTCG,EDDT,
344,LTCG,EDDS,
345,LTCG,LTFJ,
346,LTCG,LTAC,
347,LTCG,OEGS,
348,VABB,LTBA,
349,OPKC,LTBA,
350,URSS,LTBA,
351,EDDT,LTBA,
352,EDDT,LTFJ,
353,EDDT,LTAC,
354,EDDS,LTBA,
355,EDDS,LTAC,
356,OPLA,LTBA,
357,VIDP,LTBA,
358,HTDA,LTBA,
359,ORER,LTBA,
360,ORER,LTAI,
361,OEMA,LTBA,
362,UAAA,LTBA,
363,ORBI,LTBA,
364,ORSU,LTBA,
365,HEBA,LTBA,
366,OITT,LTBA,
367,LTAU,EDDM,
368,LTAU,LTBA,
369,LTAU,LTFJ,
370,EDDM,LTBA,
371,EDDM,LTFJ,
372,EDDM,LTBJ,
373,LTBS,LTBA,
374,LTBS,LTFJ,
375,LTBS,LTAC,
376,KIAH,LTBA,
377,HECA,LTBA,
378,HKMO,LTBA,
379,EDDF,LTBA,
380,EDDF,LTFJ,
381,LTFH,LOWW,
382,LTFH,LTBA,
383,LTFH,LTAC,
384,LTFH,LTFJ,
385,LOWW,LTBA,
386,LOWW,LTFJ,
387,LOWW,LTAU,
388,OYAA,LTBA,
389,LTAC,LTBA,
390,LTAC,LTFJ,
391,LTAC,LTBJ,
392,LTAC,LTCC,
393,LTAC,LTCE,
394,LTAC,LTCG,
395,LTAC,LTFE,
396,LTAC,LTAI,
397,LTAC,LTAF,
398,LTAC,LTBU,
399,LTAC,LTFH,
400,LTAC,LTCF,
401,LTAC,LTCI,
402,LTAC,LTCK,
403,LTAC,LTCR,
404,LTAC,LTCJ,
405,LTAC,LTCP,
406,LTAC,LTBS,
407,LTAC,LTBH,
408,LTAC,LTCD,
409,LTAC,LTAJ,
410,LTAC,LTFG,
411,LTAC,UUWW,
412,LTAC,LTCO,
413,LTAC,LTCT,
414,LTAC,LTCV,
415,LTAC,LTCS,
416,LTAC,LTCA,
417,LTAC,EDDF,
418,LTAC,LTAT,
419,LTAC,LTDA,
420,LTAC,LTCN,
421,FOOL,LTBA,
422,KLAX,LTBA,
423,ORMM,LTBA,
424,HUEN,LTBA,
425,OETF,LTBA,
426,VNKT,LTBA,
427,OBBI,LTBA,
428,LTDA,LTBA,
429,LTDA,LTAC,
430,LTDA,LTFJ,
431,CYYZ,LTBA,
432,OAMS,LTBA,
433,LTAN,LTBA,
434,LTAN,LTFJ,
435,LTAY,LTBA,
436,LTCJ,LTBA,
437,LTCJ,LTAC,
438,LTAP,LTBA,
439,LTFE,LTBA,
440,LTFE,LTFJ,
441,LTFE,LTAC,
442,LROP,LTBA,
443,UTTT,LTBA,
444,KORD,LTBA,
445,LTAT,LTAC,
446,LTAT,LTBA,
447,KIAD,LTBA,
448,LTCA,LTAC,
449,LTCA,LTBA,
450,LTCA,LTFJ,
451,LTCI,LTBA,
452,LTCI,LTAC,
453,LTCI,LTFJ,
454,LTCN,LTAC,
455,LTCN,LTBA,
456,KBOS,LTBA,
457,LEBL,LTBA,
458,EGKK,LTBA,
459,EGKK,LTFJ,
460,LTAR,LTBA,
461,LTAR,LTFJ,
462,LQSA,LTBA,
463,LQSA,LTFJ,
464,LFPG,LTBA,
465,LFPG,LTFJ,
466,LTAZ,LTBA,
467,LTCE,LTBA,
468,LTCE,LTAC,
469,LTCE,LTFJ,
470,LYBE,LTBA,
471,LHBP,LTBA,
472,LBSF,LTBA,
473,LATI,LTBA,
474,EIDW,LTBA,
475,BKPR,LTBA,
476,LIMC,LTBA,
477,LIMC,LTFJ,
478,LWSK,LTBA,
479,LGAV,LTBA,
480,LUKK,LTBA,
481,UKOO,LTBA,
482,EDDV,LTBA,
483,UKBB,LTBA,
484,LICC,LTBA,
485,LGTS,LTBA,
486,EGCC,LTBA,
487,LSGG,LTBA,
488,LIRF,LTBA,
489,EGBB,LTBA,
490,LIPZ,LTBA,
491,EKCH,LTBA,
492,EKCH,LTAI,
493,EDDL,LTBA,
494,EDDL,LTFJ,
495,EGPH,LTBA,
496,LSZH,LTBA,
497,LFMN,LTBA,
498,DTTA,LTBA,
499,ENGM,LTBA,
500,LIPE,LTBA,
501,LEBB,LEST,
502,LEBB,LTBA,
503,EFHK,LTBA,
504,LTBU,LTAC,
505,LFLL,LTBA,
506,ESGG,LTBA,
507,LTCF,LTAC,
508,LTCF,LTFJ,
509,LTCF,LTBA,
510,LDZA,LTBA,
511,LTCK,LTAC,
512,LTCK,LTBA,
513,LTCR,LTAC,
514,LTCR,LTFJ,
515,LTCR,LTBA,
516,SBGR,LTBA,
517,LFSB,LTBA,
518,LKPR,LTBA,
519,ELLX,LTBA,
520,LTCU,LTBA,
521,LTCT,LTBA,
522,LTCT,LTAC,
523,LTCM,LTBA,
524,LTFG,LTBA,
525,LTFG,LTAC,
526,LTCS,LTBA,
527,LTCS,LTAC,
528,LEMG,LTBA,
529,LTCO,LTBA,
530,LTCO,LTAC,
531,LTCP,LTBA,
532,LTCP,LTAC,
533,GMMN,LTBA,
534,LIMJ,LTBA,
535,ESTA,LTAI,
536,LEVC,LTBA,
537,LFBO,LTBA,
538,EKBI,EKYT,
539,EDDW,LTBA,
540,LFML,LTBA,
541,LTCV,LTFJ,
542,LTCV,LTAC,
543,LTCV,LTBA,
544,EVRA,LTBA,
545,EDDG,LTBA,
546,LIRN,LTBA,
547,LPPT,LTBA,
548,EDDP,LTBA,
549,EHRD,LTBA,
550,LOWS,LTBA,
551,LTBH,LTAC,
552,LTCD,LTAC,
553,LTCD,LTBA,
554,EPWA,LTBA,
555,LJLJ,LTBA,
556,LTFC,LTBA,
557,DAOO,LTBA,
558,LTAL,LTBA,
559,LYPG,LTBA,
560,LBWN,LRCK,
561,LMML,LTBA,
562,EDNY,LTBA,
563,UGSB,LTBA,
564,HDAM,LTBA,
565,LEST,LEBB,
566,LRCK,LTBA,
567,LIMF,LTBA,
568,LTFD,LTFJ,
569,EKYT,LTBA,
570,UWUU,LTAI,
571,OOMS,LTBA,
572,OIMM,LTBA,
573,LTBZ,LTBA,
574,RJAA,LTBA,OMDB
575,RJAA,LTBA,UBBB
576,RJAA,LTBA,OJAI
577,RJAA,LTBA,VTBS
578,RJAA,LTBA,UCFM
579,RJAA,LTBA,OEJN
580,RJAA,LTBA,LLBG
581,RJAA,LTBA,OKBK
582,RJAA,LTBA,OIIE
583,RJAA,LTBA,OERK
584,RJAA,LTBA,EDDF
585,RJAA,LTBA,LTCG
586,RJAA,LTBA,LTFH
587,RJAA,LTBA,LTCJ
588,RJAA,LTBA,LTAC
589,RJAA,LTBA,LTAF
590,RJAA,LTBA,LTAN
591,RJAA,LTBA,LTFE
592,RJAA,LTBA,LTAI
593,RJAA,LTBA,LTAT
594,RJAA,LTBA,LTBS
595,RJAA,LTBA,LTAY
596,RJAA,LTBA,LTCA
597,RJAA,LTBA,HECA
598,RJAA,LTBA,LTCI
599,RJAA,LTBA,LTAU
600,RJAA,LTBA,EGKK
601,RJAA,LTBA,LTBJ
602,RJAA,LTBA,LTAR
603,RJAA,LTBA,UGTB
604,RJAA,LTBA,LQSA
605,RJAA,LTBA,LTAZ
606,RJAA,LTBA,LTCC
607,RJAA,LTBA,LTCE
608,RJAA,LTBA,LYBE
609,RJAA,LTBA,LHBP
610,RJAA,LTBA,KJFK
611,RJAA,LTBA,LBSF
612,RJAA,LTBA,LATI
613,RJAA,LTBA,EIDW
614,RJAA,LTBA,BKPR
615,RJAA,LTBA,LFPG
616,RJAA,LTBA,EDDK
617,RJAA,LTBA,LWSK
618,RJAA,LTBA,LGAV
619,RJAA,LTBA,LUKK
620,RJAA,LTBA,UKOO
621,RJAA,LTBA,EDDM
622,RJAA,LTBA,LROP
623,RJAA,LTBA,LEMD
624,RJAA,LTBA,EDDV
625,RJAA,LTBA,EBBR
626,RJAA,LTBA,UKBB
627,RJAA,LTBA,LICC
628,RJAA,LTBA,LGTS
629,RJAA,LTBA,LIMC
630,RJAA,LTBA,LOWW
631,RJAA,LTBA,LSGG
632,RJAA,LTBA,EKCH
633,RJAA,LTBA,EHAM
634,RJAA,LTBA,EDDS
635,RJAA,LTBA,EGLL
636,RJAA,LTBA,EDDT
637,RJAA,LTBA,LSZH
638,RJAA,LTBA,EDDH
639,RJAA,LTBA,LEBL
640,RJAA,LTBA,LTFG
641,RJAA,LTBA,UACC
642,RJAA,LTBA,HTDA
643,RJAA,LTBA,VABB
644,RJAA,LTBA,HAAB
645,RJAA,LTBA,OOMS
646,RJAA,LTBA,VIDP
647,RJAA,LTBA,UNNT
648,RJAA,LTBA,UCFO
649,RJAA,LTBA,OMAA
650,RJAA,LTBA,OPRN
651,RJAA,LTBA,OPKC
652,RJAA,LTBA,OBBI
653,RJAA,LTBA,UAAA
654,RJAA,LTBA,VNKT
655,LTBA,OKBK,LTFJ
656,LTBA,OIIE,LTBJ
657,LTBA,OIIE,LTFJ
658,LTBA,LTAJ,LTFJ
659,LTBA,LTAJ,LTAC
660,LTBA,EDDF,LTFJ
661,LTBA,LTCG,LTFJ
662,LTBA,LTCG,LTAC
663,LTBA,LTCG,OEGS
664,LTBA,LTFH,LTFJ
665,LTBA,LTAC,LTFJ
666,LTBA,LTAC,LTBJ
667,LTBA,LTAC,LTCC
668,LTBA,LTAC,LTCE
669,LTBA,LTAC,LTCG
670,LTBA,LTAC,LTFE
671,LTBA,LTAC,LTAI
672,LTBA,LTAC,LTAF
673,LTBA,LTAC,LTBU
674,LTBA,LTAC,LTFH
675,LTBA,LTAC,LTCF
676,LTBA,LTAC,LTCI
677,LTBA,LTAC,LTCK
678,LTBA,LTAC,LTCR
679,LTBA,LTAC,LTCJ
680,LTBA,LTAC,LTCP
681,LTBA,LTAC,LTBS
682,LTBA,LTAC,LTBH
683,LTBA,LTAC,LTCD
684,LTBA,LTAC,LTAJ
685,LTBA,LTAC,LTFG
686,LTBA,LTAC,UUWW
687,LTBA,LTAC,LTCO
688,LTBA,LTAC,LTCT
689,LTBA,LTAC,LTCV
690,LTBA,LTAC,LTCS
691,LTBA,LTAC,LTCA
692,LTBA,LTAC,EDDF
693,LTBA,LTAC,LTAT
694,LTBA,LTAC,LTDA
695,LTBA,LTAC,LTCN
696,LTBA,LTAF,LTFJ
697,LTBA,LTAF,LTAC
698,LTBA,LTFE,LTFJ
699,LTBA,LTFE,LTAC
700,LTBA,LTAI,LTAC
701,LTBA,LTAI,UUWW
702,LTBA,LTAI,LTFJ
703,LTBA,LTAI,ESTA
704,LTBA,LTAI,EKCH
705,LTBA,LTAI,UWUU
706,LTBA,LTAI,ULLI
707,LTBA,LTBS,LTFJ
708,LTBA,LTBS,LTAC
709,LTBA,LTCI,LTAC
710,LTBA,LTAU,LTFJ
711,LTBA,EGKK,LTFJ
712,LTBA,LTBJ,LTFJ
713,LTBA,LTBJ,LTAC
714,LTBA,LTCC,LTAC
715,LTBA,LTCC,LTFJ
716,LTBA,LFPG,LTFJ
717,LTBA,EDDM,LTBJ
718,LTBA,EBBR,LTBY
719,LTBA,EBBR,LTFJ
720,LTBA,LIMC,LTFJ
721,LTBA,LOWW,LTAU
722,LTBA,EHAM,LTFJ
723,LTBA,EDDS,LTAC
724,LTBA,EDDL,LTFJ
725,LTBA,EDDT,LTFJ
726,LTBA,EDDT,LTAC
727,LTBA,UUWW,LTAI
728,LTBA,UUWW,LTAC
729,LTBA,EDDH,LTBJ
730,LTBA,LEBB,LEST
731,LTBA,LTDA,LTFJ
732,LTBA,LTCP,LTAC
733,LTBA,EKBI,EKYT
734,RJBB,LTBA,LLBG
735,RJBB,LTBA,LTAJ
736,RJBB,LTBA,EDDF
737,RJBB,LTBA,LTAC
738,RJBB,LTBA,LTAF
739,RJBB,LTBA,LTAN
740,RJBB,LTBA,LTFE
741,RJBB,LTBA,LTAI
742,RJBB,LTBA,LTAT
743,RJBB,LTBA,LTBS
744,RJBB,LTBA,LTAY
745,RJBB,LTBA,LTCA
746,RJBB,LTBA,HECA
747,RJBB,LTBA,LTCI
748,RJBB,LTBA,LTAU
749,RJBB,LTBA,EGKK
750,RJBB,LTBA,LTBJ
751,RJBB,LTBA,LTAR
752,RJBB,LTBA,UGTB
753,RJBB,LTBA,LQSA
754,RJBB,LTBA,LTAZ
755,RJBB,LTBA,LTCC
756,RJBB,LTBA,LTCE
757,RJBB,LTBA,LYBE
758,RJBB,LTBA,LHBP
759,RJBB,LTBA,KJFK
760,RJBB,LTBA,LBSF
761,RJBB,LTBA,LATI
762,RJBB,LTBA,EIDW
763,RJBB,LTBA,BKPR
764,RJBB,LTBA,LFPG
765,RJBB,LTBA,EDDK
766,RJBB,LTBA,LWSK
767,RJBB,LTBA,LGAV
768,RJBB,LTBA,LUKK
769,RJBB,LTBA,UKOO
770,RJBB,LTBA,EDDM
771,RJBB,LTBA,LROP
772,RJBB,LTBA,LEMD
773,RJBB,LTBA,EDDV
774,RJBB,LTBA,EBBR
775,RJBB,LTBA,UKBB
776,RJBB,LTBA,VHHH
777,RJBB,LTBA,LICC
778,RJBB,LTBA,LGTS
779,RJBB,LTBA,LIMC
780,RJBB,LTBA,EGCC
781,RJBB,LTBA,LOWW
782,RJBB,LTBA,EGBB
783,RJBB,LTBA,LIPZ
784,RJBB,LTBA,LSGG
785,RJBB,LTBA,ESSA
786,RJBB,LTBA,EKCH
787,RJBB,LTBA,LIRF
788,RJBB,LTBA,EHAM
789,RJBB,LTBA,EDDS
790,RJBB,LTBA,EDDL
791,RJBB,LTBA,EGPH
792,RJBB,LTBA,EGLL
793,RJBB,LTBA,EDDT
794,RJBB,LTBA,UUWW
795,RJBB,LTBA,DAAG
796,RJBB,LTBA,LSZH
797,RJBB,LTBA,EDDH
798,RJBB,LTBA,LFMN
799,RJBB,LTBA,DTTA
800,ZSPD,LTBA,LLBG
801,ZSPD,LTBA,EDDF
802,ZSPD,LTBA,LTCG
803,ZSPD,LTBA,LTAC
804,ZSPD,LTBA,LTAF
805,ZSPD,LTBA,LTAN
806,ZSPD,LTBA,LTFE
807,ZSPD,LTBA,LTAI
808,ZSPD,LTBA,LTAT
809,ZSPD,LTBA,LTBS
810,ZSPD,LTBA,LTAY
811,ZSPD,LTBA,LTCA
812,ZSPD,LTBA,HECA
813,ZSPD,LTBA,LTCI
814,ZSPD,LTBA,LTAU
815,ZSPD,LTBA,EGKK
816,ZSPD,LTBA,LTBJ
817,ZSPD,LTBA,LTAR
818,ZSPD,LTBA,UGTB
819,ZSPD,LTBA,LQSA
820,ZSPD,LTBA,LTAZ
821,ZSPD,LTBA,LTCC
822,ZSPD,LTBA,LTCE
823,ZSPD,LTBA,LYBE
824,ZSPD,LTBA,LHBP
825,ZSPD,LTBA,KJFK
826,ZSPD,LTBA,LBSF
827,ZSPD,LTBA,LATI
828,ZSPD,LTBA,EIDW
829,ZSPD,LTBA,BKPR
830,ZSPD,LTBA,LFPG
831,ZSPD,LTBA,EDDK
832,ZSPD,LTBA,LWSK
833,ZSPD,LTBA,LGAV
834,ZSPD,LTBA,LUKK
835,ZSPD,LTBA,UKOO
836,ZSPD,LTBA,EDDM
837,ZSPD,LTBA,LROP
838,ZSPD,LTBA,LEMD
839,ZSPD,LTBA,EDDV
840,ZSPD,LTBA,EBBR
841,ZSPD,LTBA,UKBB
842,ZSPD,LTBA,VHHH
843,ZSPD,LTBA,LICC
844,ZSPD,LTBA,LGTS
845,ZSPD,LTBA,LIMC
846,ZSPD,LTBA,EGCC
847,ZSPD,LTBA,LOWW
848,ZSPD,LTBA,EGBB
849,ZSPD,LTBA,LIPZ
850,ZSPD,LTBA,LSGG
851,ZSPD,LTBA,ESSA
852,ZSPD,LTBA,EKCH
853,ZSPD,LTBA,LIRF
854,ZSPD,LTBA,EHAM
855,ZSPD,LTBA,EDDS
856,ZSPD,LTBA,EDDL
857,ZSPD,LTBA,EGPH
858,ZSPD,LTBA,EGLL
859,RKSI,LTBA,OMDB
860,RKSI,LTBA,UBBB
861,RKSI,LTBA,OJAI
862,RKSI,LTBA,VTBS
863,RKSI,LTBA,UCFM
864,RKSI,LTBA,OEJN
865,RKSI,LTBA,LLBG
866,RKSI,LTBA,OKBK
867,RKSI,LTBA,OIIE
868,RKSI,LTBA,OERK
869,RKSI,LTBA,LTAJ
870,RKSI,LTBA,EDDF
871,RKSI,LTBA,LTCG
872,RKSI,LTBA,LTFH
873,RKSI,LTBA,LTAC
874,RKSI,LTBA,LTAF
875,RKSI,LTBA,LTFE
876,RKSI,LTBA,LTAI
877,RKSI,LTBA,LTAT
878,RKSI,LTBA,LTBS
879,RKSI,LTBA,LTAY
880,RKSI,LTBA,LTCA
881,RKSI,LTBA,HECA
882,RKSI,LTBA,LTCI
883,RKSI,LTBA,LTAU
884,RKSI,LTBA,EGKK
885,RKSI,LTBA,LTBJ
886,RKSI,LTBA,LTAR
887,RKSI,LTBA,UGTB
888,RKSI,LTBA,LQSA
889,RKSI,LTBA,LTAZ
890,RKSI,LTBA,LTCC
891,RKSI,LTBA,LTCE
892,RKSI,LTBA,LYBE
893,RKSI,LTBA,LHBP
894,RKSI,LTBA,KJFK
895,RKSI,LTBA,LBSF
896,RKSI,LTBA,LATI
897,RKSI,LTBA,EIDW
898,RKSI,LTBA,BKPR
899,RKSI,LTBA,LFPG
900,RKSI,LTBA,EDDK
901,RKSI,LTBA,LWSK
902,RKSI,LTBA,LGAV
903,RKSI,LTBA,LUKK
904,RKSI,LTBA,UKOO
905,RKSI,LTBA,EDDM
906,RKSI,LTBA,LROP
907,RKSI,LTBA,LEMD
908,RKSI,LTBA,EDDV
909,RKSI,LTBA,EBBR
910,RKSI,LTBA,UKBB
911,RKSI,LTBA,VHHH
912,RKSI,LTBA,LICC
913,RKSI,LTBA,LGTS
914,RKSI,LTBA,LIMC
915,RKSI,LTBA,EGCC
916,RKSI,LTBA,LOWW
917,RKSI,LTBA,EGBB
918,RKSI,LTBA,LIPZ
919,RKSI,LTBA,LSGG
920,RKSI,LTBA,ESSA
921,RKSI,LTBA,EKCH
922,RKSI,LTBA,LIRF
923,RKSI,LTBA,EHAM
924,RKSI,LTBA,EDDS
925,RKSI,LTBA,EDDL
926,RKSI,LTBA,EGPH
927,RKSI,LTBA,EGLL
928,RKSI,LTBA,EDDT
929,RKSI,LTBA,UUWW
930,RKSI,LTBA,DAAG
931,RKSI,LTBA,LSZH
932,RKSI,LTBA,EDDH
933,RKSI,LTBA,LFMN
934,RKSI,LTBA,DTTA
935,RKSI,LTBA,ENGM
936,RKSI,LTBA,EDDN
937,RKSI,LTBA,LIPE
938,RKSI,LTBA,LEBL
939,RKSI,LTBA,LEBB
940,RKSI,LTBA,EFHK
941,RKSI,LTBA,LTFG
942,RKSI,LTBA,UACC
943,RKSI,LTBA,HTDA
944,RKSI,LTBA,VABB
945,RKSI,LTBA,HAAB
946,RKSI,LTBA,OOMS
947,RKSI,LTBA,VIDP
